customer_id,order_id,order_date,category,channel,units,gross_sales,discount_rate,net_sales,returned
C00297,C00297-O001,2025-04-25,Fashion,Store,2,49.03,0.1743,40.48,0
C00297,C00297-O002,2025-05-01,Sports,Store,1,72.55,0.3415,47.78,1
C00297,C00297-O005,2025-05-01,Fashion,Store,3,51.54,0.1778,42.37,0
C00297,C00297-O006,2025-08-04,Beauty,Store,3,66.65,0.3175,45.49,0
C00298,C00298-O002,2025-08-31,Home,Online,5,82.82,0.4328,46.98,0
C00298,C00298-O001,2025-09-30,Fashion,Online,1,130.14,0.65,45.55,0
C00298,C00298-O003,2025-10-08,Grocery,Online,2,77.96,0.6316,28.72,0
C00298,C00298-O004,2026-02-05,Fashion,Store,5,103.13,0.4102,60.83,0
C00299,C00299-O009,2025-08-06,Grocery,Online,4,104.26,0.3597,66.76,1
C00299,C00299-O005,2025-08-27,Beauty,Online,1,74.36,0.3869,45.59,1
C00299,C00299-O008,2025-09-23,Home,Online,2,95.77,0.5455,43.53,0
C00299,C00299-O007,2025-09-30,Home,Online,1,103.09,0.5565,45.72,0
C00299,C00299-O002,2025-10-09,Electronics,Store,5,104.79,0.5407,48.13,0
C00299,C00299-O001,2025-10-20,Fashion,Online,3,137.12,0.6081,53.73,0
C00299,C00299-O003,2025-11-03,Home,Online,3,80.87,0.4549,44.08,0
C00299,C00299-O006,2025-11-05,Fashion,Online,1,90.81,0.5521,40.67,0
C00299,C00299-O004,2025-12-24,Fashion,Online,3,69.96,0.4535,38.23,1
C00299,C00299-O010,2026-01-20,Fashion,Online,2,77.92,0.2976,54.73,1
C00300,C00300-O003,2025-06-14,Grocery,Online,2,97.03,0.3937,58.83,0
C00300,C00300-O001,2025-07-22,Beauty,Online,1,74.66,0.5833,31.11,0
C00300,C00300-O004,2025-08-10,Beauty,Store,5,97.2,0.4619,52.31,0
C00300,C00300-O006,2025-09-26,Fashion,Online,4,98.69,0.6464,34.9,0
C00300,C00300-O002,2025-10-21,Electronics,Online,4,81.24,0.5323,37.99,1
C00300,C00300-O005,2025-11-17,Home,Online,1,113.98,0.3165,77.91,0
C00300,C00300-O007,2026-02-19,Beauty,Online,2,92.88,0.65,32.51,0
C00301,C00301-O006,2025-06-23,Fashion,Store,1,62.18,0.6222,23.49,0
C00301,C00301-O007,2025-08-10,Home,Online,1,100.69,0.49,51.35,0
C00301,C00301-O005,2025-09-26,Beauty,Online,1,77.29,0.5549,34.4,0
C00301,C00301-O002,2025-10-07,Beauty,Online,3,98.77,0.3685,62.37,0
C00301,C00301-O001,2025-12-02,Grocery,Store,1,68.04,0.2881,48.44,0
C00301,C00301-O003,2025-12-02,Home,Online,1,92.57,0.5343,43.11,0
C00301,C00301-O004,2025-12-11,Fashion,Store,1,125.44,0.4672,66.83,0
C00301,C00301-O008,2026-03-01,Home,Store,3,127.22,0.5597,56.01,1
C00302,C00302-O007,2025-06-18,Home,Online,1,241.99,0.2146,190.07,0
C00302,C00302-O003,2025-07-13,Fashion,Online,3,90.65,0.1287,78.98,0
C00302,C00302-O004,2025-09-05,Electronics,Store,2,190.79,0.0371,183.72,0
C00302,C00302-O001,2025-09-16,Beauty,Store,1,194.32,0.01,192.37,0
C00302,C00302-O010,2025-10-13,Beauty,Store,2,204.74,0.1079,182.65,0
C00302,C00302-O013,2025-12-17,Grocery,Online,3,183.88,0.2016,146.81,0
C00302,C00302-O008,2025-12-25,Home,Online,1,212.82,0.1021,191.1,0
C00302,C00302-O012,2025-12-28,Home,Store,1,159.54,0.0426,152.74,0
C00302,C00302-O011,2026-01-02,Home,Store,1,191.87,0.0379,184.61,0
C00302,C00302-O006,2026-01-25,Fashion,Store,1,181.05,0.1918,146.32,0
C00302,C00302-O009,2026-01-30,Fashion,Online,4,137.55,0.1581,115.81,0
C00302,C00302-O002,2026-02-11,Home,Online,2,222.2,0.1267,194.05,0
C00302,C00302-O005,2026-02-18,Grocery,Online,3,234.17,0.1029,210.07,0
C00302,C00302-O014,2026-03-20,Sports,Online,1,161.21,0.158,135.74,0
C00303,C00303-O005,2025-03-30,Fashion,Store,3,94.6,0.0629,88.65,0
C00303,C00303-O001,2025-04-18,Grocery,Online,2,148.37,0.3354,98.61,1
C00303,C00303-O004,2025-04-30,Electronics,Store,1,308.98,0.0609,290.17,0
C00303,C00303-O002,2025-06-10,Grocery,Online,5,150.35,0.2891,106.88,0
C00303,C00303-O003,2025-08-11,Electronics,Store,2,374.2,0.1859,304.64,0
C00303,C00303-O006,2025-11-05,Sports,Online,5,212.0,0.1737,175.18,0
C00304,C00304-O001,2025-03-30,Home,Online,4,197.34,0.227,152.55,0
C00304,C00304-O004,2025-04-01,Fashion,Online,4,153.52,0.1915,124.11,0
C00304,C00304-O002,2025-04-13,Electronics,Store,2,148.64,0.3396,98.17,0
C00304,C00304-O003,2025-04-30,Grocery,Store,3,307.94,0.088,280.85,1
C00304,C00304-O005,2025-08-30,Electronics,Online,3,171.21,0.3963,103.36,0
C00305,C00305-O001,2025-08-26,Electronics,Online,1,77.48,0.2468,58.36,0
C00306,C00306-O007,2025-03-28,Home,Online,2,345.78,0.3282,232.29,0
C00306,C00306-O005,2025-03-29,Electronics,Online,2,277.08,0.3508,179.87,0
C00306,C00306-O002,2025-04-03,Home,Store,3,228.68,0.2116,180.29,0
C00306,C00306-O003,2025-04-27,Home,Store,1,217.13,0.2335,166.43,0
C00306,C00306-O006,2025-05-16,Electronics,Online,1,186.36,0.0722,172.89,0
C00306,C00306-O004,2025-05-19,Sports,Store,2,196.39,0.3077,135.95,1
C00306,C00306-O001,2025-05-30,Fashion,Store,1,204.18,0.2854,145.91,1
C00306,C00306-O008,2025-09-11,Electronics,Online,3,227.1,0.3694,143.21,0
C00307,C00307-O008,2025-07-10,Beauty,Store,1,98.67,0.1341,85.44,0
C00307,C00307-O005,2025-07-14,Beauty,Store,1,82.82,0.3067,57.41,1
C00307,C00307-O006,2025-08-09,Electronics,Online,3,94.83,0.2552,70.63,0
C00307,C00307-O009,2025-09-22,Electronics,Store,4,115.55,0.2684,84.54,0
C00307,C00307-O010,2025-10-04,Fashion,Online,4,132.02,0.2219,102.72,0
C00307,C00307-O012,2025-12-11,Electronics,Store,1,90.64,0.215,71.15,0
C00307,C00307-O013,2025-12-22,Electronics,Online,4,94.2,0.1119,83.67,0
C00307,C00307-O001,2025-12-24,Electronics,Online,1,127.5,0.1367,110.07,0
C00307,C00307-O011,2026-01-12,Electronics,Online,5,75.1,0.3112,51.73,0
C00307,C00307-O014,2026-02-04,Home,Online,2,141.99,0.42,82.35,0
C00307,C00307-O002,2026-02-14,Electronics,Online,2,114.74,0.2825,82.33,0
C00307,C00307-O007,2026-02-14,Electronics,Store,2,139.06,0.1207,122.27,1
C00307,C00307-O004,2026-03-07,Fashion,Online,3,114.8,0.1459,98.05,0
C00307,C00307-O003,2026-03-09,Home,Store,1,127.23,0.1242,111.43,0
C00307,C00307-O015,2026-03-17,Sports,Online,3,136.43,0.1658,113.8,0
C00308,C00308-O006,2025-06-06,Beauty,Online,3,125.04,0.3752,78.13,0
C00308,C00308-O009,2025-06-15,Beauty,Online,1,86.07,0.4991,43.11,0
C00308,C00308-O007,2025-08-25,Beauty,Store,3,127.0,0.4139,74.44,1
C00308,C00308-O002,2025-09-06,Fashion,Online,2,106.19,0.6319,39.08,0
C00308,C00308-O003,2025-09-14,Fashion,Online,3,56.05,0.2596,41.5,0
C00308,C00308-O001,2025-09-18,Home,Online,2,56.66,0.418,32.97,1
C00308,C00308-O008,2025-10-30,Fashion,Online,4,70.05,0.4179,40.78,0
C00308,C00308-O005,2025-11-11,Beauty,Online,1,69.48,0.3705,43.73,0
C00308,C00308-O004,2025-11-14,Home,Online,2,88.21,0.5564,39.13,0
C00308,C00308-O010,2026-02-17,Fashion,Store,1,113.0,0.4854,58.15,1
C00309,C00309-O014,2025-06-01,Sports,Online,4,108.62,0.4925,55.13,0
C00309,C00309-O007,2025-06-09,Beauty,Online,2,124.19,0.2637,91.44,0
C00309,C00309-O001,2025-06-29,Electronics,Store,1,151.12,0.2584,112.08,0
C00309,C00309-O003,2025-08-23,Sports,Online,8,98.94,0.1563,83.47,0
C00309,C00309-O010,2025-10-03,Grocery,Store,4,105.43,0.1835,86.08,0
C00309,C00309-O009,2025-10-08,Home,Online,2,84.78,0.0246,82.69,0
C00309,C00309-O013,2025-11-12,Fashion,Online,2,192.79,0.3306,129.05,0
C00309,C00309-O002,2025-11-26,Home,Online,2,157.47,0.1757,129.8,0
C00309,C00309-O008,2025-12-14,Beauty,Store,5,78.79,0.1667,65.65,0
C00309,C00309-O004,2025-12-31,Beauty,Online,6,132.2,0.3258,89.13,0
C00309,C00309-O005,2026-01-03,Electronics,Online,2,151.84,0.3928,92.19,0
C00309,C00309-O006,2026-01-27,Beauty,Online,2,99.49,0.2028,79.31,0
C00309,C00309-O012,2026-02-05,Beauty,Online,1,112.07,0.1366,96.76,0
C00309,C00309-O011,2026-02-12,Home,Online,3,183.46,0.1327,159.12,0
C00309,C00309-O015,2026-03-17,Fashion,Online,1,138.76,0.094,125.72,0
C00310,C00310-O007,2025-08-09,Electronics,Store,3,144.67,0.1644,120.88,0
C00310,C00310-O012,2025-09-04,Electronics,Store,1,151.84,0.0262,147.87,0
C00310,C00310-O011,2025-10-06,Grocery,Store,4,158.16,0.0313,153.2,0
C00310,C00310-O006,2025-10-23,Beauty,Store,1,140.2,0.1528,118.78,0
C00310,C00310-O014,2025-10-24,Electronics,Store,4,141.14,0.0765,130.34,0
C00310,C00310-O015,2025-10-31,Electronics,Store,1,228.56,0.0425,218.85,0
C00310,C00310-O003,2025-11-13,Fashion,Store,2,145.78,0.0231,142.42,0
C00310,C00310-O008,2025-12-03,Beauty,Online,2,193.37,0.0323,187.11,0
C00310,C00310-O009,2025-12-28,Grocery,Store,4,229.61,0.0484,218.49,0
C00310,C00310-O004,2026-01-04,Sports,Store,1,240.36,0.0857,219.75,0
C00310,C00310-O002,2026-01-10,Fashion,Store,3,181.65,0.101,163.29,0
C00310,C00310-O013,2026-01-13,Beauty,Store,4,261.11,0.0655,244.0,1
C00310,C00310-O005,2026-01-20,Electronics,Online,5,100.75,0.2402,76.55,0
C00310,C00310-O001,2026-01-25,Home,Store,4,112.57,0.1036,100.91,0
C00310,C00310-O010,2026-03-04,Sports,Online,2,155.91,0.0714,144.78,1
C00310,C00310-O016,2026-03-14,Fashion,Store,3,257.06,0.1751,212.06,0
C00311,C00311-O008,2025-04-03,Fashion,Store,1,216.12,0.0288,209.9,0
C00311,C00311-O006,2025-04-07,Sports,Store,2,149.34,0.0764,137.94,0
C00311,C00311-O009,2025-04-23,Home,Online,1,195.06,0.1835,159.26,0
C00311,C00311-O013,2025-04-23,Sports,Store,3,150.63,0.65,52.72,0
C00311,C00311-O010,2025-04-30,Fashion,Store,2,157.79,0.3781,98.13,0
C00311,C00311-O001,2025-05-03,Electronics,Online,3,157.01,0.1868,127.67,0
C00311,C00311-O003,2025-05-03,Home,Online,1,132.22,0.3091,91.35,0
C00311,C00311-O012,2025-05-05,Beauty,Store,4,180.15,0.2188,140.73,0
C00311,C00311-O014,2025-05-16,Sports,Online,1,172.77,0.0618,162.1,0
C00311,C00311-O005,2025-05-25,Grocery,Store,2,130.5,0.0727,121.01,0
C00311,C00311-O002,2025-06-21,Sports,Online,1,277.49,0.1636,232.1,0
C00311,C00311-O007,2025-06-22,Electronics,Online,3,137.89,0.4148,80.7,1
C00311,C00311-O015,2025-06-22,Electronics,Store,3,131.99,0.1853,107.52,0
C00311,C00311-O011,2025-06-27,Home,Online,2,395.43,0.0617,371.03,1
C00311,C00311-O004,2025-07-17,Sports,Store,1,107.46,0.2077,85.14,1
C00311,C00311-O016,2025-09-15,Electronics,Store,2,187.18,0.1437,160.28,0
C00312,C00312-O011,2025-07-08,Beauty,Online,3,124.97,0.2274,96.56,0
C00312,C00312-O009,2025-08-27,Sports,Online,2,67.3,0.1836,54.94,0
C00312,C00312-O006,2025-09-13,Home,Online,1,110.69,0.0742,102.48,0
C00312,C00312-O007,2025-10-04,Beauty,Online,3,133.91,0.1029,120.13,0
C00312,C00312-O004,2025-10-09,Fashion,Online,1,83.79,0.1984,67.17,0
C00312,C00312-O001,2025-10-31,Beauty,Online,5,120.21,0.377,74.89,0
C00312,C00312-O008,2026-01-02,Beauty,Online,2,74.89,0.2219,58.28,0
C00312,C00312-O003,2026-01-06,Fashion,Online,2,145.16,0.285,103.8,0
C00312,C00312-O010,2026-02-22,Sports,Online,5,105.23,0.4005,63.08,0
C00312,C00312-O005,2026-02-24,Electronics,Store,3,71.49,0.2815,51.37,0
C00312,C00312-O002,2026-03-08,Beauty,Online,2,98.14,0.2617,72.46,0
C00312,C00312-O012,2026-03-14,Home,Online,3,64.17,0.1706,53.22,0
C00313,C00313-O006,2025-07-22,Electronics,Store,2,86.55,0.2309,66.57,0
C00313,C00313-O002,2025-07-28,Beauty,Store,8,106.88,0.2586,79.24,0
C00313,C00313-O008,2025-07-28,Beauty,Online,5,150.26,0.3652,95.38,0
C00313,C00313-O003,2025-08-21,Fashion,Online,1,126.12,0.3029,87.92,0
C00313,C00313-O007,2025-10-15,Sports,Store,3,108.84,0.104,97.52,0
C00313,C00313-O005,2025-12-10,Home,Online,5,126.13,0.5497,56.79,0
C00313,C00313-O001,2025-12-23,Home,Online,1,113.71,0.397,68.56,0
C00313,C00313-O009,2026-01-20,Electronics,Online,5,152.57,0.2067,121.04,0
C00313,C00313-O004,2026-02-04,Fashion,Store,4,102.92,0.2638,75.77,0
C00313,C00313-O010,2026-03-07,Grocery,Online,2,109.72,0.03,106.42,0
C00314,C00314-O002,2025-08-10,Fashion,Online,1,155.69,0.1266,135.98,0
C00314,C00314-O004,2025-08-15,Beauty,Online,5,81.9,0.1962,65.83,0
C00314,C00314-O001,2025-09-16,Home,Online,2,128.67,0.251,96.38,0
C00314,C00314-O005,2025-09-19,Sports,Online,1,69.91,0.2961,49.21,0
C00314,C00314-O010,2025-09-27,Fashion,Store,3,210.84,0.1668,175.68,0
C00314,C00314-O013,2025-10-03,Electronics,Online,1,97.88,0.5991,39.24,0
C00314,C00314-O009,2025-10-22,Beauty,Online,1,187.76,0.0938,170.15,0
C00314,C00314-O015,2025-11-05,Sports,Online,4,101.54,0.2633,74.81,0
C00314,C00314-O008,2025-11-24,Grocery,Online,6,179.48,0.1974,144.04,0
C00314,C00314-O014,2025-11-24,Home,Online,1,118.91,0.2177,93.02,1
C00314,C00314-O007,2025-11-25,Electronics,Store,2,129.51,0.1408,111.27,0
C00314,C00314-O003,2025-12-09,Fashion,Online,2,99.85,0.447,55.21,0
C00314,C00314-O012,2025-12-14,Fashion,Online,4,202.26,0.1903,163.78,0
C00314,C00314-O006,2025-12-17,Beauty,Online,1,122.38,0.2284,94.43,0
C00314,C00314-O011,2026-01-27,Sports,Online,2,123.98,0.103,111.21,0
C00314,C00314-O016,2026-03-05,Sports,Online,2,152.19,0.3209,103.35,0
C00315,C00315-O007,2025-06-13,Beauty,Store,1,124.39,0.5951,50.37,0
C00315,C00315-O005,2025-08-04,Home,Online,1,137.21,0.2049,109.09,0
C00315,C00315-O008,2025-08-10,Beauty,Online,3,91.83,0.2396,69.83,0
C00315,C00315-O010,2025-09-27,Electronics,Store,1,107.1,0.2189,83.66,0
C00315,C00315-O004,2025-11-01,Fashion,Online,1,84.16,0.1775,69.22,0
C00315,C00315-O003,2025-11-20,Sports,Online,1,77.67,0.2743,56.36,0
C00315,C00315-O006,2025-11-20,Beauty,Online,3,93.99,0.1936,75.8,0
C00315,C00315-O011,2025-11-25,Sports,Store,1,136.44,0.1302,118.68,1
C00315,C00315-O009,2025-12-07,Electronics,Store,4,120.21,0.3272,80.88,0
C00315,C00315-O001,2026-01-16,Fashion,Online,1,69.8,0.1805,57.2,0
C00315,C00315-O002,2026-02-05,Grocery,Online,3,105.82,0.5534,47.26,0
C00315,C00315-O012,2026-03-03,Beauty,Online,1,93.5,0.3222,63.37,0
C00316,C00316-O001,2025-09-08,Grocery,Online,2,110.72,0.3898,67.57,0
C00316,C00316-O004,2025-09-25,Beauty,Online,3,109.69,0.2248,85.03,0
C00316,C00316-O006,2025-09-26,Beauty,Online,3,227.92,0.2692,166.57,0
C00316,C00316-O002,2025-10-07,Beauty,Store,3,107.65,0.2522,80.5,0
C00316,C00316-O010,2025-10-12,Fashion,Online,4,139.82,0.6466,49.42,0
C00316,C00316-O009,2025-10-15,Sports,Online,7,205.7,0.0921,186.77,0
C00316,C00316-O005,2025-12-20,Beauty,Online,1,141.54,0.4608,76.32,0
C00316,C00316-O008,2026-01-03,Grocery,Online,1,112.31,0.2147,88.2,1
C00316,C00316-O007,2026-01-12,Fashion,Online,2,201.31,0.214,158.22,0
C00316,C00316-O003,2026-01-28,Home,Online,4,173.22,0.1155,153.2,0
C00316,C00316-O011,2026-03-05,Beauty,Store,2,109.57,0.3089,75.73,0
C00317,C00317-O001,2025-07-03,Beauty,Online,3,209.3,0.3189,142.56,0
C00317,C00317-O002,2025-07-10,Fashion,Online,1,102.02,0.4386,57.27,0
C00317,C00317-O012,2025-08-14,Electronics,Online,4,166.63,0.3684,105.24,0
C00317,C00317-O004,2025-08-16,Grocery,Online,5,166.99,0.3382,110.51,0
C00317,C00317-O010,2025-09-01,Beauty,Online,2,142.54,0.2068,113.06,0
C00317,C00317-O008,2025-10-01,Fashion,Online,1,163.17,0.2991,114.37,0
C00317,C00317-O009,2025-10-18,Beauty,Online,3,92.11,0.1687,76.58,0
C00317,C00317-O006,2025-11-08,Fashion,Online,2,75.44,0.3371,50.01,0
C00317,C00317-O013,2025-11-29,Home,Store,3,96.95,0.0945,87.79,0
C00317,C00317-O003,2026-01-14,Home,Online,1,112.28,0.3443,73.62,0
C00317,C00317-O011,2026-01-29,Electronics,Online,1,80.25,0.2272,62.02,0
C00317,C00317-O005,2026-03-07,Beauty,Online,1,81.45,0.247,61.33,0
C00317,C00317-O007,2026-03-09,Fashion,Online,5,137.51,0.2528,102.75,0
C00317,C00317-O014,2026-03-16,Fashion,Online,1,131.18,0.2617,96.85,0
C00318,C00318-O007,2025-07-02,Fashion,Store,1,72.29,0.4668,38.54,0
C00318,C00318-O006,2025-07-25,Sports,Online,2,114.62,0.2982,80.44,0
C00318,C00318-O002,2025-07-26,Home,Online,3,60.51,0.4417,33.78,1
C00318,C00318-O004,2025-08-17,Home,Online,4,62.81,0.5949,25.44,0
C00318,C00318-O008,2025-08-30,Fashion,Online,2,62.64,0.4581,33.94,0
C00318,C00318-O005,2025-09-04,Sports,Online,1,66.73,0.5467,30.25,0
C00318,C00318-O003,2025-10-18,Electronics,Online,5,110.99,0.65,38.85,1
C00318,C00318-O001,2025-11-19,Grocery,Online,3,115.83,0.4626,62.24,0
C00318,C00318-O009,2026-02-01,Home,Online,3,60.27,0.6373,21.86,0
C00319,C00319-O009,2025-07-02,Electronics,Store,3,133.61,0.2563,99.36,0
C00319,C00319-O002,2025-07-17,Beauty,Online,4,99.71,0.2377,76.01,0
C00319,C00319-O005,2025-07-18,Fashion,Online,4,140.74,0.1484,119.85,0
C00319,C00319-O003,2025-07-22,Home,Online,3,106.92,0.3489,69.62,0
C00319,C00319-O007,2025-11-12,Beauty,Store,1,142.57,0.3191,97.08,0
C00319,C00319-O004,2025-12-18,Fashion,Online,3,134.56,0.2542,100.36,0
C00319,C00319-O006,2026-01-02,Fashion,Store,1,114.2,0.2128,89.9,0
C00319,C00319-O001,2026-01-08,Electronics,Store,4,91.08,0.2726,66.25,0
C00319,C00319-O008,2026-01-16,Home,Online,3,89.58,0.418,52.14,0
C00319,C00319-O010,2026-03-17,Fashion,Online,2,115.7,0.1883,93.91,0
C00320,C00320-O002,2025-03-27,Fashion,Store,2,45.4,0.1882,36.86,0
C00320,C00320-O001,2025-04-05,Electronics,Online,1,52.47,0.1622,43.96,0
C00320,C00320-O003,2025-07-30,Grocery,Store,3,51.4,0.238,39.17,0
C00321,C00321-O001,2025-04-02,Home,Store,4,38.93,0.4224,22.48,1
C00321,C00321-O004,2025-05-06,Electronics,Store,1,68.05,0.262,50.22,0
C00321,C00321-O002,2025-05-23,Grocery,Store,1,34.66,0.4114,20.4,0
C00321,C00321-O003,2025-06-08,Fashion,Online,2,86.67,0.1722,71.75,0
C00321,C00321-O005,2025-10-01,Fashion,Online,2,46.23,0.1571,38.97,0
C00322,C00322-O002,2025-04-02,Home,Online,2,262.43,0.2172,205.42,0
C00322,C00322-O008,2025-04-05,Electronics,Online,6,191.63,0.1458,163.68,1
C00322,C00322-O006,2025-04-17,Home,Online,3,295.75,0.057,278.9,1
C00322,C00322-O009,2025-04-22,Electronics,Store,1,166.63,0.3122,114.62,1
C00322,C00322-O003,2025-04-25,Electronics,Store,1,537.8,0.1828,439.49,0
C00322,C00322-O004,2025-04-25,Home,Online,4,188.83,0.3671,119.5,0
C00322,C00322-O010,2025-04-26,Home,Online,1,222.87,0.1992,178.48,0
C00322,C00322-O005,2025-05-03,Beauty,Online,4,242.09,0.0836,221.86,0
C00322,C00322-O001,2025-05-06,Fashion,Online,4,164.3,0.5139,79.87,0
C00322,C00322-O007,2025-05-11,Electronics,Online,4,168.83,0.2334,129.43,0
C00322,C00322-O011,2025-08-23,Home,Online,1,250.45,0.0405,240.3,0
C00323,C00323-O012,2025-04-30,Beauty,Online,5,98.73,0.4379,55.49,1
C00323,C00323-O010,2025-06-20,Fashion,Online,1,81.22,0.3326,54.2,0
C00323,C00323-O002,2025-06-29,Fashion,Store,1,129.57,0.5074,63.83,0
C00323,C00323-O005,2025-07-05,Electronics,Store,1,98.98,0.1233,86.77,0
C00323,C00323-O007,2025-07-08,Fashion,Online,3,91.18,0.2841,65.27,0
C00323,C00323-O015,2025-08-17,Home,Store,2,127.07,0.4121,74.71,0
C00323,C00323-O009,2025-08-24,Electronics,Online,1,185.63,0.2378,141.49,0
C00323,C00323-O003,2025-09-21,Home,Online,2,150.31,0.1175,132.64,0
C00323,C00323-O004,2025-09-24,Grocery,Store,1,91.13,0.1938,73.46,0
C00323,C00323-O014,2025-09-30,Home,Store,1,160.35,0.2196,125.14,0
C00323,C00323-O001,2025-11-01,Electronics,Online,2,151.58,0.3334,101.04,0
C00323,C00323-O006,2025-12-12,Fashion,Online,2,323.67,0.5071,159.54,1
C00323,C00323-O011,2025-12-21,Fashion,Online,2,165.99,0.1218,145.78,0
C00323,C00323-O008,2025-12-30,Sports,Online,1,141.63,0.1676,117.88,0
C00323,C00323-O013,2025-12-30,Beauty,Online,5,154.14,0.2132,121.28,1
C00323,C00323-O016,2026-02-24,Electronics,Online,1,154.92,0.1739,127.98,0
C00324,C00324-O006,2025-03-30,Beauty,Store,2,236.33,0.1239,207.04,1
C00324,C00324-O001,2025-03-31,Home,Store,2,199.81,0.0524,189.34,1
C00324,C00324-O009,2025-03-31,Electronics,Store,3,227.42,0.2281,175.54,0
C00324,C00324-O010,2025-04-02,Electronics,Online,1,190.66,0.1084,170.0,0
C00324,C00324-O007,2025-04-03,Electronics,Store,1,251.61,0.414,147.44,0
C00324,C00324-O011,2025-04-05,Sports,Online,5,133.02,0.1859,108.29,0
C00324,C00324-O008,2025-04-07,Home,Online,2,453.16,0.4117,266.61,0
C00324,C00324-O004,2025-04-22,Grocery,Online,2,151.06,0.1249,132.2,0
C00324,C00324-O003,2025-04-24,Sports,Online,6,126.33,0.3738,79.11,0
C00324,C00324-O002,2025-06-04,Beauty,Online,2,177.23,0.3206,120.4,0
C00324,C00324-O005,2025-06-05,Home,Store,3,246.03,0.3583,157.88,0
C00324,C00324-O012,2025-08-19,Fashion,Store,3,149.29,0.3111,102.85,0
C00325,C00325-O002,2025-03-29,Beauty,Store,1,64.75,0.456,35.22,0
C00325,C00325-O003,2025-03-31,Home,Store,2,60.92,0.5745,25.92,1
C00325,C00325-O001,2025-04-03,Grocery,Store,2,42.97,0.5156,20.81,0
C00325,C00325-O004,2025-04-09,Beauty,Store,4,60.42,0.4602,32.61,0
C00325,C00325-O005,2025-10-15,Beauty,Store,1,77.27,0.4623,41.55,1
C00326,C00326-O006,2025-05-30,Fashion,Store,2,66.78,0.3135,45.85,0
C00326,C00326-O003,2025-07-17,Home,Online,3,60.75,0.4862,31.21,1
C00326,C00326-O009,2025-08-04,Fashion,Store,4,164.98,0.65,57.74,0
C00326,C00326-O001,2025-08-17,Electronics,Store,1,111.28,0.2012,88.89,0
C00326,C00326-O007,2025-09-23,Electronics,Online,2,91.38,0.3171,62.41,0
C00326,C00326-O004,2025-09-27,Beauty,Online,3,100.36,0.2171,78.57,0
C00326,C00326-O010,2025-10-06,Electronics,Online,3,109.05,0.4894,55.68,0
C00326,C00326-O005,2025-10-21,Grocery,Online,6,105.93,0.4295,60.43,0
C00326,C00326-O002,2025-10-26,Beauty,Online,2,88.86,0.2542,66.27,0
C00326,C00326-O008,2025-12-28,Beauty,Online,1,134.92,0.5168,65.19,0
C00326,C00326-O011,2026-01-26,Grocery,Online,5,74.86,0.5745,31.85,0
C00327,C00327-O002,2025-10-19,Fashion,Online,1,61.28,0.3242,41.41,0
C00327,C00327-O001,2026-01-17,Home,Online,1,65.74,0.5285,31.0,0
C00327,C00327-O003,2026-03-06,Electronics,Online,2,106.77,0.5594,47.04,0
C00328,C00328-O009,2025-03-31,Beauty,Store,2,230.91,0.2537,172.32,1
C00328,C00328-O011,2025-04-14,Grocery,Store,4,239.64,0.0507,227.5,0
C00328,C00328-O007,2025-04-17,Beauty,Store,1,155.97,0.2166,122.19,0
C00328,C00328-O004,2025-04-19,Fashion,Online,2,190.61,0.3003,133.36,0
C00328,C00328-O006,2025-04-19,Electronics,Store,5,216.8,0.1947,174.59,0
C00328,C00328-O003,2025-04-22,Home,Online,2,215.09,0.2991,150.75,0
C00328,C00328-O005,2025-04-26,Home,Store,4,221.09,0.3696,139.37,1
C00328,C00328-O008,2025-05-03,Home,Online,4,320.89,0.1016,288.29,0
C00328,C00328-O001,2025-05-08,Sports,Online,3,177.32,0.0861,162.06,0
C00328,C00328-O002,2025-05-09,Electronics,Store,2,142.34,0.0727,132.0,0
C00328,C00328-O010,2025-06-06,Fashion,Store,1,111.72,0.3586,71.65,0
C00328,C00328-O012,2025-09-01,Fashion,Store,2,118.01,0.0459,112.59,0
C00329,C00329-O010,2025-05-03,Grocery,Online,1,77.39,0.65,27.09,0
C00329,C00329-O006,2025-06-15,Electronics,Online,3,78.95,0.181,64.66,0
C00329,C00329-O008,2025-06-25,Fashion,Online,2,80.29,0.5037,39.84,0
C00329,C00329-O001,2025-08-15,Electronics,Store,2,138.65,0.65,48.53,0
C00329,C00329-O007,2025-08-26,Fashion,Online,5,53.32,0.2474,40.13,0
C00329,C00329-O004,2025-08-27,Fashion,Online,3,74.61,0.4697,39.57,1
C00329,C00329-O002,2025-09-15,Fashion,Store,2,81.73,0.2718,59.51,0
C00329,C00329-O003,2025-09-22,Fashion,Store,2,83.7,0.2668,61.37,0
C00329,C00329-O005,2025-09-23,Sports,Online,1,57.04,0.4158,33.32,0
C00329,C00329-O011,2025-10-11,Home,Online,1,106.61,0.3165,72.87,0
C00329,C00329-O009,2025-11-30,Sports,Online,3,82.41,0.6453,29.23,0
C00329,C00329-O012,2026-01-06,Beauty,Online,3,86.95,0.5762,36.85,0
C00330,C00330-O008,2025-06-09,Home,Online,2,134.12,0.1535,113.53,0
C00330,C00330-O004,2025-09-29,Fashion,Online,8,99.4,0.1707,82.44,0
C00330,C00330-O002,2025-10-29,Beauty,Online,1,184.3,0.2025,146.97,0
C00330,C00330-O012,2025-11-13,Beauty,Online,2,135.59,0.3653,86.06,0
C00330,C00330-O013,2025-11-30,Home,Online,1,125.51,0.0806,115.39,0
C00330,C00330-O003,2025-12-09,Home,Online,3,117.86,0.1049,105.5,0
