customer_id,latent_persona,tenure_months,signup_date,support_ticket_bias,order_count,total_spend,avg_order_value,avg_discount_rate,return_rate,online_order_share,unique_categories,active_months,total_units,last_order_date,first_order_date,recency_days,purchase_frequency_per_month,revenue_per_month,active_month_ratio,avg_units_per_order,support_tickets,cluster_id,segment_name
C00139,Discount-Led,15,2024-12-25,3,4,174.15,43.5375,0.4231,0.25,1.0,3,4,15,2026-02-24,2025-08-03,30,0.2667,11.61,0.2667,3.75,3,2,Discount-Driven
C00140,Champions,26,2024-01-26,1,18,2984.12,165.7844,0.0976,0.2222,0.4444,6,8,38,2026-03-23,2025-07-22,3,0.6923,114.7738,0.3077,2.1111,1,0,Growth Loyalists
C00141,High-Value At Risk,20,2024-07-26,1,9,1565.68,173.9644,0.2324,0.2222,0.6667,6,4,16,2025-09-02,2025-04-05,205,0.45,78.284,0.2,1.7778,6,4,High-Value At Risk
C00142,High-Value At Risk,21,2024-06-26,1,14,2246.78,160.4843,0.2093,0.1429,0.6429,5,5,32,2025-08-22,2025-03-30,216,0.6667,106.9895,0.2381,2.2857,4,4,High-Value At Risk
C00143,Dormant,21,2024-06-26,0,5,272.79,54.558,0.3021,0.0,0.6,4,4,11,2025-07-12,2025-03-28,257,0.2381,12.99,0.1905,2.2,3,1,Dormant
C00144,Discount-Led,20,2024-07-26,0,9,417.83,46.4256,0.3933,0.1111,0.6667,4,6,23,2025-12-25,2025-05-07,91,0.45,20.8915,0.3,2.5556,2,2,Discount-Driven
C00145,High-Value At Risk,21,2024-06-26,2,10,2067.45,206.745,0.2371,0.1,0.2,5,5,20,2025-10-16,2025-04-16,161,0.4762,98.45,0.2381,2.0,4,4,High-Value At Risk
C00146,Loyal Growth,12,2025-03-27,0,18,1833.61,101.8672,0.2447,0.0556,0.7778,6,7,55,2026-03-11,2025-08-18,15,1.5,152.8008,0.5833,3.0556,0,3,Champions
C00147,Loyal Growth,20,2024-07-26,1,10,1079.88,107.988,0.2488,0.0,0.6,4,7,24,2026-03-08,2025-08-25,18,0.5,53.994,0.35,2.4,1,0,Growth Loyalists
C00148,High-Value At Risk,31,2023-08-27,7,8,1287.72,160.965,0.2871,0.25,0.75,5,6,25,2025-08-22,2025-03-31,216,0.2581,41.5394,0.1935,3.125,8,4,High-Value At Risk
C00149,High-Value At Risk,31,2023-08-27,0,8,1626.69,203.3362,0.2037,0.0,0.375,4,4,20,2025-10-22,2025-04-02,155,0.2581,52.4739,0.129,2.5,1,4,High-Value At Risk
C00150,Champions,17,2024-10-26,0,12,1877.61,156.4675,0.1212,0.0,0.5,5,6,19,2026-03-16,2025-07-02,10,0.7059,110.4476,0.3529,1.5833,1,0,Growth Loyalists
C00151,Dormant,13,2025-02-24,1,4,219.77,54.9425,0.2805,0.0,0.5,3,3,8,2025-08-16,2025-03-27,222,0.3077,16.9054,0.2308,2.0,3,1,Dormant
C00152,Dormant,14,2025-01-25,2,9,303.47,33.7189,0.4119,0.2222,0.0,5,3,22,2025-08-27,2025-04-02,211,0.6429,21.6764,0.2143,2.4444,7,1,Dormant
C00153,Champions,30,2023-09-26,3,20,3450.33,172.5165,0.11,0.15,0.55,5,8,54,2026-03-16,2025-07-07,10,0.6667,115.011,0.2667,2.7,4,0,Growth Loyalists
C00154,High-Value At Risk,17,2024-10-26,2,9,1970.79,218.9767,0.2221,0.3333,0.1111,5,4,31,2025-08-26,2025-03-27,212,0.5294,115.9288,0.2353,3.4444,5,4,High-Value At Risk
C00155,Champions,31,2023-08-27,0,6,1058.39,176.3983,0.1113,0.0,0.6667,4,5,11,2026-03-15,2025-07-17,11,0.1935,34.1416,0.1613,1.8333,0,0,Growth Loyalists
C00156,Discount-Led,12,2025-03-27,1,11,520.71,47.3373,0.4491,0.0,0.8182,4,7,30,2026-01-14,2025-05-04,71,0.9167,43.3925,0.5833,2.7273,2,2,Discount-Driven
C00157,Loyal Growth,28,2023-11-26,0,14,1383.3,98.8071,0.2552,0.1429,0.7857,6,8,39,2026-03-20,2025-07-08,6,0.5,49.4036,0.2857,2.7857,0,0,Growth Loyalists
C00158,Discount-Led,17,2024-10-26,0,3,127.37,42.4567,0.5199,0.0,0.6667,3,2,5,2026-03-06,2025-05-11,20,0.1765,7.4924,0.1176,1.6667,0,1,Dormant
C00159,Discount-Led,11,2025-04-26,0,12,634.35,52.8625,0.3808,0.0,0.5,6,6,26,2026-03-08,2025-08-24,18,1.0909,57.6682,0.5455,2.1667,1,3,Champions
C00160,Discount-Led,11,2025-04-26,1,12,645.33,53.7775,0.4427,0.25,0.8333,5,9,35,2026-03-06,2025-05-27,20,1.0909,58.6664,0.8182,2.9167,2,3,Champions
C00161,Champions,17,2024-10-26,1,9,1601.37,177.93,0.1591,0.0,0.6667,4,8,30,2026-03-14,2025-08-07,12,0.5294,94.1982,0.4706,3.3333,2,0,Growth Loyalists
C00162,Dormant,20,2024-07-26,0,6,261.04,43.5067,0.3203,0.1667,0.1667,3,2,13,2025-07-19,2025-04-02,250,0.3,13.052,0.1,2.1667,3,1,Dormant
C00163,Loyal Growth,14,2025-01-25,0,8,991.94,123.9925,0.2159,0.0,0.75,4,7,19,2026-03-07,2025-05-30,19,0.5714,70.8529,0.5,2.375,0,0,Growth Loyalists
C00164,Champions,33,2023-06-27,1,16,2576.29,161.0181,0.0859,0.0,0.625,5,7,41,2026-03-14,2025-06-23,12,0.4848,78.0694,0.2121,2.5625,1,0,Growth Loyalists
C00165,High-Value At Risk,19,2024-08-26,2,9,1595.08,177.2311,0.1952,0.0,0.6667,4,4,18,2025-09-10,2025-03-29,197,0.4737,83.9516,0.2105,2.0,6,4,High-Value At Risk
C00166,Loyal Growth,22,2024-05-27,1,16,1486.6,92.9125,0.2534,0.0,0.6875,5,9,37,2026-03-04,2025-05-29,22,0.7273,67.5727,0.4091,2.3125,1,0,Growth Loyalists
C00167,Dormant,6,2025-09-25,1,5,226.53,45.306,0.3736,0.0,0.4,4,2,14,2025-10-26,2025-09-30,151,0.8333,37.755,0.3333,2.8,3,2,Discount-Driven
C00168,Discount-Led,15,2024-12-25,2,8,388.34,48.5425,0.4695,0.0,1.0,5,5,16,2026-02-23,2025-05-20,31,0.5333,25.8893,0.3333,2.0,2,2,Discount-Driven
C00169,Loyal Growth,24,2024-03-27,0,17,1647.44,96.9082,0.2807,0.0,0.8824,6,8,47,2026-03-03,2025-07-18,23,0.7083,68.6433,0.3333,2.7647,0,0,Growth Loyalists
C00170,Dormant,20,2024-07-26,0,5,146.88,29.376,0.394,0.0,0.4,4,3,11,2025-09-25,2025-04-04,182,0.25,7.344,0.15,2.2,0,1,Dormant
C00171,Loyal Growth,20,2024-07-26,1,11,1208.98,109.9073,0.1593,0.0,0.9091,4,8,25,2026-03-16,2025-05-29,10,0.55,60.449,0.4,2.2727,1,0,Growth Loyalists
C00172,High-Value At Risk,26,2024-01-26,1,11,1575.94,143.2673,0.2707,0.0909,0.7273,4,6,23,2025-12-03,2025-03-31,113,0.4231,60.6131,0.2308,2.0909,3,4,High-Value At Risk
C00173,Loyal Growth,23,2024-04-26,0,15,1491.84,99.456,0.28,0.0667,0.8,5,8,31,2026-03-17,2025-06-12,9,0.6522,64.8626,0.3478,2.0667,0,0,Growth Loyalists
C00174,Dormant,19,2024-08-26,1,4,134.75,33.6875,0.255,0.0,0.75,3,3,14,2025-09-23,2025-04-20,184,0.2105,7.0921,0.1579,3.5,3,1,Dormant
C00175,Champions,19,2024-08-26,0,12,1686.07,140.5058,0.1179,0.1667,0.4167,3,8,30,2026-03-18,2025-06-30,8,0.6316,88.7405,0.4211,2.5,1,0,Growth Loyalists
C00176,Champions,23,2024-04-26,0,17,2761.94,162.4671,0.1151,0.0,0.5882,5,8,45,2026-03-24,2025-08-14,2,0.7391,120.0843,0.3478,2.6471,0,0,Growth Loyalists
C00177,High-Value At Risk,26,2024-01-26,5,10,1603.46,160.346,0.1995,0.3,0.6,5,6,28,2025-11-30,2025-03-29,116,0.3846,61.6715,0.2308,2.8,5,4,High-Value At Risk
C00178,Dormant,12,2025-03-27,2,7,260.25,37.1786,0.342,0.0,0.1429,4,3,21,2025-06-29,2025-03-31,270,0.5833,21.6875,0.25,3.0,2,1,Dormant
C00179,Dormant,22,2024-05-27,1,5,176.7,35.34,0.4097,0.0,0.2,4,3,16,2025-09-05,2025-04-21,202,0.2273,8.0318,0.1364,3.2,1,1,Dormant
C00180,Discount-Led,20,2024-07-26,1,8,431.09,53.8862,0.3735,0.125,1.0,5,6,14,2025-12-21,2025-04-14,95,0.4,21.5545,0.3,1.75,3,2,Discount-Driven
C00181,Dormant,8,2025-07-26,1,2,47.12,23.56,0.4832,0.0,0.5,2,2,2,2025-08-12,2025-07-27,226,0.25,5.89,0.25,1.0,3,1,Dormant
C00182,Dormant,9,2025-06-26,3,4,257.67,64.4175,0.2851,0.25,0.25,3,3,13,2025-10-10,2025-06-28,167,0.4444,28.63,0.3333,3.25,3,1,Dormant
C00183,High-Value At Risk,27,2023-12-27,1,15,2157.79,143.8527,0.2822,0.2667,0.4667,5,3,32,2025-11-19,2025-04-03,127,0.5556,79.9181,0.1111,2.1333,4,4,High-Value At Risk
C00184,Loyal Growth,15,2024-12-25,1,17,1806.55,106.2676,0.2268,0.1176,0.6471,5,7,32,2026-02-25,2025-06-26,29,1.1333,120.4367,0.4667,1.8824,2,3,Champions
C00185,Discount-Led,23,2024-04-26,1,10,516.87,51.687,0.3423,0.1,0.7,6,6,28,2026-02-13,2025-05-27,41,0.4348,22.4726,0.2609,2.8,2,2,Discount-Driven
C00186,Discount-Led,11,2025-04-26,0,11,480.78,43.7073,0.5259,0.1818,0.7273,3,7,24,2026-01-03,2025-06-26,82,1.0,43.7073,0.6364,2.1818,3,2,Discount-Driven
C00187,Loyal Growth,11,2025-04-26,2,14,1525.74,108.9814,0.1943,0.0714,0.7143,6,8,42,2026-03-15,2025-07-22,11,1.2727,138.7036,0.7273,3.0,3,3,Champions
C00188,Champions,19,2024-08-26,3,14,3019.12,215.6514,0.0834,0.0,0.6429,5,7,36,2026-03-17,2025-06-14,9,0.7368,158.9011,0.3684,2.5714,4,0,Growth Loyalists
C00189,Discount-Led,16,2024-11-25,1,9,391.19,43.4656,0.5234,0.1111,0.8889,4,7,23,2026-01-23,2025-05-01,62,0.5625,24.4494,0.4375,2.5556,4,2,Discount-Driven
C00190,Loyal Growth,10,2025-05-26,1,21,1910.87,90.9938,0.2313,0.1429,0.8571,5,9,41,2026-03-03,2025-06-27,23,2.1,191.087,0.9,1.9524,1,3,Champions
C00191,Dormant,16,2024-11-25,3,4,164.98,41.245,0.2568,0.25,0.75,4,2,15,2025-05-21,2025-04-02,309,0.25,10.3112,0.125,3.75,5,1,Dormant
C00192,Loyal Growth,12,2025-03-27,1,16,1586.85,99.1781,0.2482,0.0,0.75,6,8,31,2026-03-12,2025-08-22,14,1.3333,132.2375,0.6667,1.9375,1,3,Champions
C00193,Champions,36,2023-03-28,2,15,2247.55,149.8367,0.1259,0.1333,0.4,6,9,32,2026-03-15,2025-07-07,11,0.4167,62.4319,0.25,2.1333,2,0,Growth Loyalists
C00194,Dormant,18,2024-09-25,0,2,59.84,29.92,0.2768,0.0,0.5,1,2,2,2025-10-03,2025-06-24,174,0.1111,3.3244,0.1111,1.0,2,1,Dormant
C00195,Champions,36,2023-03-28,0,15,2471.01,164.734,0.0882,0.0667,0.4667,4,7,28,2026-03-14,2025-07-16,12,0.4167,68.6392,0.1944,1.8667,1,0,Growth Loyalists
C00196,Champions,21,2024-06-26,0,11,1610.25,146.3864,0.1225,0.0,0.6364,4,6,19,2026-03-22,2025-09-12,4,0.5238,76.6786,0.2857,1.7273,0,0,Growth Loyalists
C00197,Discount-Led,16,2024-11-25,0,3,119.42,39.8067,0.5153,0.3333,0.6667,3,3,11,2026-01-24,2025-08-01,61,0.1875,7.4637,0.1875,3.6667,1,1,Dormant
C00198,Dormant,15,2024-12-25,2,5,167.69,33.538,0.3475,0.0,0.0,4,2,10,2025-07-31,2025-04-12,238,0.3333,11.1793,0.1333,2.0,3,1,Dormant
C00199,Loyal Growth,24,2024-03-27,1,13,1317.11,101.3162,0.2562,0.2308,0.6923,5,7,32,2026-03-20,2025-08-18,6,0.5417,54.8796,0.2917,2.4615,2,0,Growth Loyalists
C00200,Loyal Growth,23,2024-04-26,0,13,1242.11,95.5469,0.2562,0.0,0.7692,3,9,40,2026-02-25,2025-05-29,29,0.5652,54.0048,0.3913,3.0769,0,0,Growth Loyalists
C00201,Discount-Led,13,2025-02-24,4,6,264.24,44.04,0.5284,0.0,1.0,3,3,16,2026-01-13,2025-06-06,72,0.4615,20.3262,0.2308,2.6667,4,2,Discount-Driven
C00202,Dormant,19,2024-08-26,1,6,246.51,41.085,0.3554,0.3333,0.3333,5,2,18,2025-06-13,2025-04-01,286,0.3158,12.9742,0.1053,3.0,2,1,Dormant
C00203,High-Value At Risk,13,2025-02-24,0,4,614.34,153.585,0.2857,0.25,0.25,3,3,9,2025-09-02,2025-03-29,205,0.3077,47.2569,0.2308,2.25,5,4,High-Value At Risk
C00204,Champions,36,2023-03-28,0,13,1886.91,145.1469,0.1173,0.0769,0.6154,5,7,25,2026-03-15,2025-09-24,11,0.3611,52.4142,0.1944,1.9231,0,0,Growth Loyalists
C00205,Champions,28,2023-11-26,0,12,2018.49,168.2075,0.0925,0.1667,0.6667,4,7,26,2026-03-21,2025-04-17,5,0.4286,72.0889,0.25,2.1667,1,0,Growth Loyalists
C00206,Loyal Growth,26,2024-01-26,1,13,1504.81,115.7546,0.2641,0.0769,0.7692,6,7,30,2026-03-04,2025-06-16,22,0.5,57.8773,0.2692,2.3077,1,0,Growth Loyalists
C00207,Champions,28,2023-11-26,1,11,1620.53,147.3209,0.1061,0.0,0.0909,5,5,24,2026-03-16,2025-08-14,10,0.3929,57.8761,0.1786,2.1818,1,0,Growth Loyalists
C00208,Discount-Led,24,2024-03-27,1,13,601.5,46.2692,0.4802,0.0769,0.9231,5,8,24,2026-01-13,2025-06-03,72,0.5417,25.0625,0.3333,1.8462,1,2,Discount-Driven
C00209,Champions,20,2024-07-26,1,13,2223.27,171.0208,0.1104,0.0769,0.6154,5,6,35,2026-03-24,2025-09-04,2,0.65,111.1635,0.3,2.6923,1,0,Growth Loyalists
C00210,High-Value At Risk,27,2023-12-27,0,7,1302.45,186.0643,0.1996,0.0,0.4286,4,4,18,2025-09-10,2025-04-23,197,0.2593,48.2389,0.1481,2.5714,0,4,High-Value At Risk
C00211,Discount-Led,15,2024-12-25,1,8,291.76,36.47,0.5194,0.0,0.875,4,7,14,2026-01-10,2025-04-25,75,0.5333,19.4507,0.4667,1.75,3,2,Discount-Driven
C00212,Discount-Led,11,2025-04-26,1,14,653.54,46.6814,0.4586,0.0714,0.7857,5,8,42,2026-01-30,2025-05-26,55,1.2727,59.4127,0.7273,3.0,4,3,Champions
C00213,Loyal Growth,18,2024-09-25,1,15,1413.04,94.2027,0.2127,0.0,0.4667,6,8,43,2026-02-25,2025-06-17,29,0.8333,78.5022,0.4444,2.8667,2,0,Growth Loyalists
C00214,Discount-Led,13,2025-02-24,0,8,412.33,51.5412,0.3637,0.125,0.625,4,7,25,2026-02-19,2025-04-30,35,0.6154,31.7177,0.5385,3.125,1,2,Discount-Driven
C00215,Discount-Led,15,2024-12-25,0,14,712.51,50.8936,0.4406,0.0714,0.6429,6,7,26,2026-01-05,2025-04-15,80,0.9333,47.5007,0.4667,1.8571,1,2,Discount-Driven
C00216,Discount-Led,24,2024-03-27,1,11,598.19,54.3809,0.3914,0.0,1.0,5,7,29,2026-01-01,2025-04-15,84,0.4583,24.9246,0.2917,2.6364,3,2,Discount-Driven
C00217,Champions,27,2023-12-27,2,13,2047.37,157.49,0.1141,0.0,0.3846,5,7,31,2026-03-24,2025-06-29,2,0.4815,75.8285,0.2593,2.3846,2,0,Growth Loyalists
C00218,Champions,34,2023-05-28,0,11,1790.89,162.8082,0.1085,0.0,0.5455,5,7,20,2026-03-15,2025-07-10,11,0.3235,52.6732,0.2059,1.8182,0,0,Growth Loyalists
C00219,Dormant,12,2025-03-27,0,4,160.27,40.0675,0.3062,0.0,0.25,3,3,13,2025-05-05,2025-03-30,325,0.3333,13.3558,0.25,3.25,2,1,Dormant
C00220,Loyal Growth,24,2024-03-27,0,22,2379.48,108.1582,0.1999,0.0,0.7273,6,9,60,2026-02-25,2025-05-06,29,0.9167,99.145,0.375,2.7273,0,0,Growth Loyalists
C00221,Loyal Growth,17,2024-10-26,2,15,1585.73,105.7153,0.1685,0.0,0.8,5,8,29,2026-03-08,2025-07-08,18,0.8824,93.2782,0.4706,1.9333,2,3,Champions
C00222,High-Value At Risk,12,2025-03-27,3,13,1996.12,153.5477,0.26,0.0769,0.6923,5,5,36,2025-10-21,2025-03-28,156,1.0833,166.3433,0.4167,2.7692,5,4,High-Value At Risk
C00223,Discount-Led,9,2025-06-26,0,10,485.97,48.597,0.4787,0.1,0.7,6,6,32,2026-02-16,2025-09-12,38,1.1111,53.9967,0.6667,3.2,0,3,Champions
C00224,Dormant,16,2024-11-25,2,3,194.8,64.9333,0.2925,0.0,0.3333,3,3,8,2025-10-13,2025-05-06,164,0.1875,12.175,0.1875,2.6667,5,1,Dormant
C00225,Loyal Growth,28,2023-11-26,0,21,2212.7,105.3667,0.2957,0.0952,0.9048,5,10,55,2026-03-12,2025-06-20,14,0.75,79.025,0.3571,2.619,2,0,Growth Loyalists
C00226,Dormant,15,2024-12-25,3,2,77.99,38.995,0.2725,0.5,0.5,2,2,4,2025-08-16,2025-04-19,222,0.1333,5.1993,0.1333,2.0,8,1,Dormant
C00227,Champions,33,2023-06-27,0,18,2928.37,162.6872,0.1097,0.0,0.4444,5,8,48,2026-03-19,2025-06-07,7,0.5455,88.7385,0.2424,2.6667,0,0,Growth Loyalists
C00228,High-Value At Risk,16,2024-11-25,0,12,2085.56,173.7967,0.2068,0.4167,0.3333,5,6,34,2025-12-15,2025-04-04,101,0.75,130.3475,0.375,2.8333,2,4,High-Value At Risk
C00229,Discount-Led,11,2025-04-26,0,9,448.6,49.8444,0.4109,0.0,0.5556,5,6,25,2026-01-07,2025-07-27,78,0.8182,40.7818,0.5455,2.7778,1,2,Discount-Driven
C00230,Champions,18,2024-09-25,1,12,2033.32,169.4433,0.107,0.0,0.3333,5,8,27,2026-03-18,2025-05-30,8,0.6667,112.9622,0.4444,2.25,2,0,Growth Loyalists
C00231,Champions,16,2024-11-25,1,14,2435.6,173.9714,0.0899,0.0,0.6429,5,10,37,2026-03-20,2025-05-21,6,0.875,152.225,0.625,2.6429,3,0,Growth Loyalists
C00232,Loyal Growth,12,2025-03-27,1,15,1596.0,106.4,0.226,0.0,0.8667,5,9,39,2026-03-09,2025-07-01,17,1.25,133.0,0.75,2.6,1,3,Champions
C00233,Dormant,12,2025-03-27,2,7,245.03,35.0043,0.4051,0.1429,0.2857,5,2,21,2025-05-31,2025-04-07,299,0.5833,20.4192,0.1667,3.0,2,1,Dormant
C00234,Discount-Led,22,2024-05-27,0,6,254.85,42.475,0.5053,0.1667,0.8333,4,5,22,2026-02-10,2025-05-06,44,0.2727,11.5841,0.2273,3.6667,1,2,Discount-Driven
C00235,Dormant,17,2024-10-26,1,5,176.45,35.29,0.3709,0.0,0.2,4,2,19,2025-07-19,2025-04-04,250,0.2941,10.3794,0.1176,3.8,5,1,Dormant
C00236,Discount-Led,13,2025-02-24,1,8,394.85,49.3562,0.4595,0.125,0.75,5,6,14,2026-02-21,2025-06-17,33,0.6154,30.3731,0.4615,1.75,1,2,Discount-Driven
C00237,High-Value At Risk,22,2024-05-27,2,10,2022.79,202.279,0.1697,0.4,0.3,4,4,25,2025-12-16,2025-05-18,100,0.4545,91.945,0.1818,2.5,4,4,High-Value At Risk
C00238,Discount-Led,10,2025-05-26,2,10,441.07,44.107,0.4977,0.2,0.8,6,7,30,2026-02-16,2025-07-24,38,1.0,44.107,0.7,3.0,3,3,Champions
C00239,Champions,34,2023-05-28,0,17,2581.73,151.8665,0.1361,0.0,0.4706,4,9,47,2026-03-15,2025-06-19,11,0.5,75.9332,0.2647,2.7647,0,0,Growth Loyalists
C00240,Champions,32,2023-07-28,0,20,3416.68,170.834,0.102,0.0,0.65,6,10,51,2026-03-18,2025-06-04,8,0.625,106.7712,0.3125,2.55,0,0,Growth Loyalists
C00241,Dormant,13,2025-02-24,1,1,48.87,48.87,0.3233,0.0,0.0,1,1,2,2025-10-14,2025-10-14,163,0.0769,3.7592,0.0769,2.0,6,1,Dormant
C00242,Discount-Led,19,2024-08-26,1,9,320.04,35.56,0.5198,0.1111,0.7778,5,6,23,2025-12-21,2025-05-04,95,0.4737,16.8442,0.3158,2.5556,1,2,Discount-Driven
C00243,Loyal Growth,16,2024-11-25,1,18,1782.1,99.0056,0.2183,0.0,0.7778,5,8,38,2026-03-14,2025-07-04,12,1.125,111.3812,0.5,2.1111,1,3,Champions
C00244,High-Value At Risk,25,2024-02-25,1,12,2394.67,199.5558,0.2077,0.25,0.5,4,5,24,2025-10-27,2025-04-23,150,0.48,95.7868,0.2,2.0,5,4,High-Value At Risk
C00245,Discount-Led,13,2025-02-24,2,13,507.93,39.0715,0.4601,0.1538,0.8462,4,8,27,2026-02-20,2025-05-09,34,1.0,39.0715,0.6154,2.0769,2,2,Discount-Driven
C00246,Dormant,17,2024-10-26,1,3,167.18,55.7267,0.3824,0.0,0.6667,2,3,6,2025-08-24,2025-05-14,214,0.1765,9.8341,0.1765,2.0,2,1,Dormant
C00247,Discount-Led,15,2024-12-25,0,13,646.32,49.7169,0.4209,0.0,1.0,5,7,43,2026-03-01,2025-05-08,25,0.8667,43.088,0.4667,3.3077,1,2,Discount-Driven
C00248,Loyal Growth,11,2025-04-26,0,18,1964.21,109.1228,0.2023,0.0,0.8889,6,7,40,2026-03-15,2025-08-02,11,1.6364,178.5645,0.6364,2.2222,0,3,Champions
C00249,Loyal Growth,25,2024-02-25,0,14,1472.45,105.175,0.1952,0.0714,0.8571,5,11,32,2026-03-13,2025-05-22,13,0.56,58.898,0.44,2.2857,1,0,Growth Loyalists
C00250,High-Value At Risk,30,2023-09-26,4,11,1963.82,178.5291,0.2075,0.1818,0.4545,4,4,22,2025-10-04,2025-04-07,173,0.3667,65.4607,0.1333,2.0,7,4,High-Value At Risk
C00251,Discount-Led,9,2025-06-26,2,11,493.25,44.8409,0.4657,0.0909,0.9091,6,7,26,2026-02-24,2025-08-29,30,1.2222,54.8056,0.7778,2.3636,2,3,Champions
C00252,Dormant,16,2024-11-25,2,1,36.5,36.5,0.65,0.0,0.0,1,1,5,2025-06-23,2025-06-23,276,0.0625,2.2812,0.0625,5.0,3,1,Dormant
C00253,High-Value At Risk,22,2024-05-27,3,11,1971.11,179.1918,0.2148,0.0909,0.4545,4,3,30,2025-10-01,2025-04-03,176,0.5,89.5959,0.1364,2.7273,5,4,High-Value At Risk
C00254,Loyal Growth,19,2024-08-26,1,15,1798.91,119.9273,0.2463,0.2,0.9333,5,8,35,2026-03-07,2025-06-29,19,0.7895,94.6795,0.4211,2.3333,4,3,Champions
C00255,Loyal Growth,21,2024-06-26,0,10,859.11,85.911,0.1951,0.0,0.7,4,6,21,2026-03-12,2025-08-30,14,0.4762,40.91,0.2857,2.1,0,0,Growth Loyalists
C00256,Discount-Led,11,2025-04-26,0,13,647.16,49.7815,0.4739,0.1538,0.9231,6,7,31,2026-02-18,2025-07-26,36,1.1818,58.8327,0.6364,2.3846,0,3,Champions
C00257,Dormant,15,2024-12-25,1,3,100.29,33.43,0.3647,0.0,0.6667,3,3,6,2025-09-09,2025-04-22,198,0.2,6.686,0.2,2.0,1,1,Dormant
C00258,Champions,16,2024-11-25,1,14,2153.31,153.8079,0.1054,0.0,0.5714,5,7,28,2026-03-21,2025-07-19,5,0.875,134.5819,0.4375,2.0,2,0,Growth Loyalists
C00259,Champions,20,2024-07-26,0,17,2598.71,152.8653,0.1212,0.0588,0.3529,6,8,34,2026-03-21,2025-07-15,5,0.85,129.9355,0.4,2.0,1,0,Growth Loyalists
C00260,Discount-Led,17,2024-10-26,1,8,458.75,57.3438,0.4165,0.0,0.875,5,5,18,2025-12-21,2025-05-17,95,0.4706,26.9853,0.2941,2.25,3,2,Discount-Driven
C00261,Champions,24,2024-03-27,0,12,1944.83,162.0692,0.1274,0.1667,0.5,6,6,24,2026-03-21,2025-06-02,5,0.5,81.0346,0.25,2.0,0,0,Growth Loyalists
C00262,Dormant,16,2024-11-25,1,2,71.79,35.895,0.4772,0.0,0.5,2,2,6,2025-07-19,2025-05-30,250,0.125,4.4869,0.125,3.0,3,1,Dormant
C00263,Loyal Growth,15,2024-12-25,0,12,1233.5,102.7917,0.2083,0.0833,1.0,5,7,34,2026-03-15,2025-08-29,11,0.8,82.2333,0.4667,2.8333,1,3,Champions
C00264,Champions,31,2023-08-27,1,22,3503.46,159.2482,0.1088,0.0,0.5,6,7,58,2026-03-16,2025-07-05,10,0.7097,113.0148,0.2258,2.6364,1,0,Growth Loyalists
C00265,Dormant,8,2025-07-26,2,4,169.87,42.4675,0.3327,0.0,0.0,4,2,13,2025-08-19,2025-07-28,219,0.5,21.2338,0.25,3.25,3,1,Dormant
C00266,Champions,31,2023-08-27,0,24,4389.0,182.875,0.1071,0.1667,0.5833,6,8,68,2026-03-24,2025-07-09,2,0.7742,141.5806,0.2581,2.8333,0,0,Growth Loyalists
C00267,Loyal Growth,16,2024-11-25,0,7,855.69,122.2414,0.2028,0.0,1.0,4,4,17,2026-03-11,2025-06-01,15,0.4375,53.4806,0.25,2.4286,0,0,Growth Loyalists
C00268,Champions,21,2024-06-26,0,30,4991.31,166.377,0.0847,0.0333,0.4667,6,10,82,2026-03-16,2025-05-27,10,1.4286,237.6814,0.4762,2.7333,0,3,Champions
C00269,Champions,31,2023-08-27,1,18,2805.6,155.8667,0.1019,0.0,0.5556,5,10,45,2026-03-14,2025-06-19,12,0.5806,90.5032,0.3226,2.5,1,0,Growth Loyalists
C00270,Champions,36,2023-03-28,1,18,2988.59,166.0328,0.1117,0.0,0.5,5,7,45,2026-03-14,2025-09-10,12,0.5,83.0164,0.1944,2.5,1,0,Growth Loyalists
C00271,Champions,24,2024-03-27,0,17,3065.51,180.3241,0.1065,0.0588,0.5882,6,7,41,2026-03-15,2025-08-18,11,0.7083,127.7296,0.2917,2.4118,0,0,Growth Loyalists
C00272,Champions,35,2023-04-27,0,23,3792.77,164.903,0.083,0.0435,0.3043,5,6,71,2026-03-21,2025-09-06,5,0.6571,108.3649,0.1714,3.087,0,0,Growth Loyalists
C00273,Champions,30,2023-09-26,0,19,2925.28,153.9621,0.1271,0.0,0.4211,5,9,44,2026-03-17,2025-06-08,9,0.6333,97.5093,0.3,2.3158,0,0,Growth Loyalists
C00274,Discount-Led,22,2024-05-27,0,5,250.68,50.136,0.388,0.2,1.0,3,5,8,2026-03-06,2025-09-07,20,0.2273,11.3945,0.2273,1.6,2,2,Discount-Driven
C00275,Discount-Led,12,2025-03-27,3,6,220.14,36.69,0.4945,0.1667,0.5,3,4,18,2026-03-02,2025-08-06,24,0.5,18.345,0.3333,3.0,4,2,Discount-Driven
C00276,Loyal Growth,28,2023-11-26,0,15,1519.05,101.27,0.2885,0.0,0.6667,6,6,35,2026-02-24,2025-08-25,30,0.5357,54.2518,0.2143,2.3333,0,0,Growth Loyalists
C00277,Loyal Growth,22,2024-05-27,1,17,1635.15,96.1853,0.2491,0.1765,0.8235,5,9,45,2026-03-19,2025-06-18,7,0.7727,74.325,0.4091,2.6471,1,0,Growth Loyalists
C00278,High-Value At Risk,25,2024-02-25,3,11,2382.97,216.6336,0.187,0.3636,0.5455,5,5,27,2025-11-22,2025-04-03,124,0.44,95.3188,0.2,2.4545,6,4,High-Value At Risk
